playerID,Season,Lg,G,AB,H,2B,3B,HR,BB,SO,HBP,SF,birthYear,Age,PA,BA,OBP,SLG,OPS,LgAvgOPS,OPS_plus_lg
francma02,2021,AL,104,377,79,22,0,11,20,67.0,3.0,3.0,1992.0,29.0,403.0,0.20954907161803712,0.2531017369727047,0.35543766578249336,0.608539402755198,0.7349183852752843,82.80367112155625
francte01,1983,NL,120,230,59,11,1,3,6,20.0,0.0,2.0,1959.0,24.0,238.0,0.2565217391304348,0.27310924369747897,0.3521739130434783,0.6252831567409572,0.7248345451997836,86.26563963898998
francte01,1984,NL,58,214,74,19,2,1,5,12.0,1.0,2.0,1959.0,25.0,222.0,0.34579439252336447,0.36036036036036034,0.4672897196261682,0.8276500799865285,0.7178654775908022,115.29319988532806
francte01,1985,NL,107,281,75,15,1,2,12,12.0,1.0,0.0,1959.0,26.0,294.0,0.2669039145907473,0.29931972789115646,0.3487544483985765,0.648074176289733,0.7193413807090917,90.09271448430967
francte01,1987,NL,102,207,47,5,0,3,10,12.0,1.0,0.0,1959.0,28.0,218.0,0.22705314009661837,0.26605504587155965,0.2946859903381642,0.5607410362097238,0.7594056184430802,73.83946373208893
francte01,1988,AL,62,212,66,8,0,1,5,18.0,0.0,2.0,1959.0,29.0,219.0,0.3113207547169811,0.3242009132420091,0.3632075471698113,0.6874084604118205,0.7160347604129684,96.0021074975972
francte01,1989,AL,90,233,54,10,1,3,8,20.0,0.0,2.0,1959.0,30.0,243.0,0.2317596566523605,0.2551440329218107,0.3218884120171674,0.5770324449389781,0.7114648042428695,81.10484756207268
francty01,2019,NL,69,184,43,8,1,7,9,49.0,7.0,1.0,1994.0,25.0,201.0,0.23369565217391305,0.2935323383084577,0.40217391304347827,0.695706251351936,0.7781836944417571,89.40128870870423
francty01,2021,AL,152,571,166,32,1,18,46,106.0,27.0,6.0,1994.0,27.0,650.0,0.29071803852889666,0.3676923076923077,0.4448336252189142,0.8125259329112219,0.7349183852752843,110.56002260807062
francwa01,2021,AL,70,281,81,18,5,7,24,37.0,2.0,1.0,2001.0,20.0,308.0,0.28825622775800713,0.3474025974025974,0.4626334519572954,0.8100360493598928,0.7349183852752843,110.2212253210227
frandke01,2007,NL,109,264,71,12,1,5,21,24.0,5.0,3.0,1982.0,25.0,293.0,0.2689393939393939,0.3310580204778157,0.3787878787878788,0.7098458992656944,0.7775358673365453,91.29429639011724
frandke01,2012,NL,55,195,66,10,3,2,9,18.0,5.0,0.0,1982.0,30.0,209.0,0.3384615384615385,0.3827751196172249,0.4512820512820513,0.8340571708992761,0.7433550690373609,112.20171969491966
frandke01,2013,NL,119,252,59,10,1,5,12,29.0,11.0,2.0,1982.0,31.0,277.0,0.23412698412698413,0.296028880866426,0.3412698412698413,0.6372987221362673,0.7284124714272917,87.49146220513069
frandke01,2014,NL,105,220,57,8,0,1,6,26.0,7.0,1.0,1982.0,32.0,234.0,0.2590909090909091,0.29914529914529914,0.3090909090909091,0.6082362082362083,0.7235201227692664,84.0662462722101
